source,target,type
pineda_hilmar,aztecanoticiagt,mention
pineda_hilmar,traficogt,mention
pineda_hilmar,arlettg_,mention
eddie58jr,mmendoza_gt,mention
eddie58jr,traficogt,mention
eddie58jr,mishamoliviatis,mention
aguatemalensis,rlirac1,mention
aguatemalensis,joelin_enriquez,mention
aguatemalensis,aztecanoticiagt,mention
aguatemalensis,traficogt,mention
aguatemalensis,arlettg_,mention
rlirac1,joelin_enriquez,mention
rlirac1,aztecanoticiagt,mention
rlirac1,traficogt,mention
rlirac1,arlettg_,mention
joelin_enriquez,aztecanoticiagt,mention
joelin_enriquez,traficogt,mention
joelin_enriquez,arlettg_,mention
angel7910wao,traficogt,mention
alberto61295480,traficogt,mention
wamado04,coromboncote,mention
rosario96501677,noficciongt,mention
rosario96501677,eboche_gt,mention
rosario96501677,iwpr_al,mention
rosario96501677,concriteriogt,mention
c8f9a667e131454,soy_502,mention
c8f9a667e131454,traficogt,mention
mildred_gaitan,jovillafuerte,mention
castilloangie_2,samuel_pz,mention
marlonciito_13,juancar07183726,mention
marlonciito_13,cmendeza,mention
marlonciito_13,traficogt,mention
marlonciito_13,concriteriogt,mention
marlonciito_13,quorumgt,mention
marlonciito_13,agenciaocote,mention
marlonciito_13,_ojoconmipisto,mention
marlonciito_13,plazapublicagt,mention
marlonciito_13,factor4_gt,mention
marlonciito_13,prensacomunitar,mention
marlonciito_13,noficciongt,mention
orlandomagic81,traficogt,mention
spider_1990,traficogt,mention
karlos_juarezm,agenciaocote,mention
karlos_juarezm,traficogt,mention
licopatron,agenciaocote,mention
marco06ruiz,cc_guatemala,mention
pablo160485,lahoragt,mention
pablo160485,traficogt,mention
angel7910wao,quorumgt,mention
angel7910wao,jeanellydvg,mention
sfaustino641,quorumgt,mention
sfaustino641,traficogt,mention
sfaustino641,jeanellydvg,mention
sanchezhaldo,oea_oficial,mention
sanchezhaldo,almagro_oea2015,mention
sanchezhaldo,onu_es,mention
sanchezhaldo,ueguatemala,mention
sanchezhaldo,cidh,mention
sanchezhaldo,cnnee,mention
sanchezhaldo,dw_espanol,mention
sanchezhaldo,usembassyguate,mention
sanchezhaldo,statedept,mention
paozoey2,cmendeza,mention
paozoey2,concriteriogt,mention
paozoey2,quorumgt,mention
paozoey2,agenciaocote,mention
paozoey2,_ojoconmipisto,mention
paozoey2,plazapublicagt,mention
paozoey2,noficciongt,mention
juancar07183726,cmendeza,mention
juancar07183726,concriteriogt,mention
juancar07183726,quorumgt,mention
juancar07183726,agenciaocote,mention
juancar07183726,_ojoconmipisto,mention
juancar07183726,plazapublicagt,mention
juancar07183726,factor4_gt,mention
juancar07183726,prensacomunitar,mention
juancar07183726,noficciongt,mention
mildred_gaitan,ediecuxac,mention
gaudp,justiciayagt,mention
gaudp,traficogt,mention
yankees20051968,hshetemul,mention
rickyr7,josuefiallo,mention
martifus,whaasstsecty,mention
martifus,cc_guatemala,mention
martifus,mpguatemala,mention
pipitachula,limajuanillo,mention
pipitachula,mmendoza_gt,mention
pipitachula,cacifguatemala,mention
marisaguatemala,traficogt,mention
iovittor,mazariegos_lima,mention
villalt93285,barevalodeleon,mention
villalt93285,traficogt,mention
villalt93285,cc_guatemala,mention
rodrigobraves,barevalodeleon,mention
rodrigobraves,traficogt,mention
rodrigobraves,cc_guatemala,mention
melvynjosue,alexcifuen1990,mention
melvynjosue,prensacomunitar,mention
17147128204ca,barevalodeleon,mention
17147128204ca,traficogt,mention
17147128204ca,pdhgt,mention
axelreyna4rm,samuel_pz,mention
axelreyna4rm,traficogt,mention
silviagarciah,plazapublicagt,mention
silviagarciah,traficogt,mention
silviagarciah,jodyreporta,mention
chofito63569841,gcapo_gmc,mention
aguayjoma,apariciolopezde,mention
sanchezhaldo,apariciolopezde,mention
sanchezhaldo,cc_guatemala,mention
sanchezhaldo,mpguatemala,mention
walfredeleon,plazapublicagt,mention
walfredeleon,cc_guatemala,mention
walfredeleon,mpguatemala,mention
carlotadv,luisvonahn,mention
carlotadv,traficogt,mention
marvus_morales,aztecanoticiagt,mention
marvus_morales,traficogt,mention
marvus_morales,arlettg_,mention
mildred_gaitan,luisvonahn,mention
daniloram1978,mmendoza_gt,mention
daniloram1978,traficogt,mention
erickdonald2g,prensacomunitar,mention
erickdonald2g,traficogt,mention
emegelizama,marcosantil,mention
emegelizama,traficogt,mention
chgabriel27,therainbowj_,mention
chgabriel27,prensacomunitar,mention
chgabriel27,traficogt,mention
ommaar51964660,estuardosc,mention
ommaar51964660,traficogt,mention
therainbowj_,chgabriel27,mention
therainbowj_,prensacomunitar,mention
therainbowj_,traficogt,mention
chgabriel27,estuardosc,mention
chgabriel27,agenciaocote,mention
dlissettepa,traficogt,mention
pipitachula,quorumgt,mention
angeln8,cc_guatemala,mention
mcampie,doccoke77,mention
mcampie,traficogt,mention
mcampie,darwinhk,mention
wsantizo,amilcarmontejo,mention
wsantizo,traficogt,mention
alexrtem,traficogt,mention
maggyllm1,marieloscm,mention
maggyllm1,traficogt,mention
carlairodriguez,doccoke77,mention
carlairodriguez,traficogt,mention
carlairodriguez,darwinhk,mention
champis11,jovillafuerte,mention
champis11,traficogt,mention
ialmgg,kroldegarcia,mention
ialmgg,barevalodeleon,mention
ialmgg,traficogt,mention
mildred_gaitan,bernardosilvagt,mention
mildred_gaitan,pncdeguatemala,mention
mildred_gaitan,almagro_oea2015,mention
mildred_gaitan,oea_oficial,mention
solomamaleno,prensacomunitar,mention
jjpnewsgtactua,bancadasemilla,mention
jjpnewsgtactua,traficogt,mention
hellboy17oc,aztecanoticiagt,mention
hellboy17oc,jczamora,mention
hellboy17oc,cmonterrosog,mention
castilloangie_2,factor4_gt,mention
stuardlitles,barevalodeleon,mention
stuardlitles,traficogt,mention
essstuardo,kroldegarcia,mention
essstuardo,barevalodeleon,mention
essstuardo,traficogt,mention
kroldegarcia,barevalodeleon,mention
c_c_gt_,barevalodeleon,mention
roosjuly92,inna_kar,mention
roosjuly92,anongtreloaded,mention
roosjuly92,traficogt,mention
roosjuly92,drgiammattei,mention
traficogt,bensywulka,mention
rendonarana,rafa_mal0072,mention
rendonarana,darwinhk,mention
inna_kar,anongtreloaded,mention
inna_kar,traficogt,mention
inna_kar,drgiammattei,mention
netcentero_gt,moratayayoel,mention
hensbillperez,darwinhk,mention
hensbillperez,traficogt,mention
chejova83,factor4_gt,mention
chejova83,traficogt,mention
chejova83,gtcodeca,mention
hellboy17oc,palmieriwaelti,mention
edwinma61769471,msemillagt,mention
kortabar88,drewzecena,mention
kortabar88,traficogt,mention
hellboy17oc,odhag_gt,mention
kroldegarcia,hellboy17oc,mention
jjpnewsgtactua,jlfont001,mention
vquique,odhag_gt,mention
melvynjosue,factor4_gt,mention
melvynjosue,pncdeguatemala,mention
melvynjosue,barevalodeleon,mention
dafer05081967,jlfont001,mention
dafer05081967,traficogt,mention
contreras_tani,odhag_gt,mention
henrybanniste10,traficogt,mention
mariogarcia76,l150467150467,mention
mariogarcia76,traficogt,mention
mariogarcia76,muniguate,mention
mariogarcia76,amilcarmontejo,mention
mariogarcia76,rquinonezl,mention
mendezfig,rmendezruiz,mention
mendezfig,raulfalla31,mention
mendezfig,flinaresb,mention
garzaroscott,traficogt,mention
jonthanb_leoodo,traficogt,mention
lamarchggie,mmendoza_gt,mention
lamarchggie,luisvonahn,mention
lamarchggie,factor4_gt,mention
lamarchggie,_elfaro_,mention
lamarchggie,traficogt,mention
lamarchggie,guatevision_tv,mention
lamarchggie,prensa_libre,mention
liberalucha,mpguatemala,mention
hellboy17oc,cocolocoantillo,mention
26_malima,mmendoza_gt,mention
26_malima,vozdeltuit,mention
26_malima,traficogt,mention
26_malima,lanegrisgt,mention
26_malima,sonny_figueroa,mention
dinoeca30,traficogt,mention
revoloriowilson,traficogt,mention
albamgt,agenciaocote,mention
albamgt,traficogt,mention
albamgt,ejercito_gt,mention
gagarcias3371,agenciaocote,mention
gagarcias3371,ejercito_gt,mention
gtjomaedga,traficogt,mention
solaresarriola,traficogt,mention
friibergt,byron96324753,mention
friibergt,traficogt,mention
gt502_luis,traficogt,mention
anameri71677244,agenciaocote,mention
anameri71677244,davidck7,mention
poder502,thelmaaldana,mention
javierpin8,traficogt,mention
javierpin8,__vadergt,mention
javierpin8,rmendezruiz,mention
vrp_trinidad,samuel_pz,mention
vrp_trinidad,traficogt,mention
champis11,manfredoguate,mention
lunacrescentegt,alex_balsells,mention
monica_gil7,agenciaocote,mention
monica_gil7,traficogt,mention
monica_gil7,davidck7,mention
monica_gil7,mafisquab,mention
guiller53663736,traficogt,mention
lopezmadrrox,agenciaocote,mention
lopezmadrrox,davidck7,mention
marielosfu99091,donkev29,mention
marielosfu99091,traficogt,mention
anabelynz,traficogt,mention
flovictor2257,agenciaocote,mention
flovictor2257,traficogt,mention
flovictor2257,davidck7,mention
flor010474,traficogt,mention
servicomlopez,traficogt,mention
mafisquab,traficogt,mention
luisca_o,barevalodeleon,mention
esilvar2,traficogt,mention
anika_cohler,traficogt,mention
fabarrie,barevalodeleon,mention
fer_ch085,visto_93,mention
fer_ch085,traficogt,mention
fer_ch085,barevalodeleon,mention
mollygt503,wergabriel,mention
mollygt503,traficogt,mention
mannu777,pipitachula,mention
mannu777,traficogt,mention
jasonbarriosgut,traficogt,mention
marobo66,traficogt,mention
au_cdl,flovictor2257,mention
au_cdl,traficogt,mention
jrc19782001,wergabriel,mention
nx74205_defiant,traficogt,mention
carlhansschneid,traficogt,mention
albertomrida8,traficogt,mention
maya25cardenas,traficogt,mention
sofa_melgar,traficogt,mention
cedr2506,wergabriel,mention
geovapaz2,traficogt,mention
gerzon13,traficogt,mention
mesas752066,wergabriel,mention
bqi3gdpba5noquc,traficogt,mention
bqi3gdpba5noquc,barevalodeleon,mention
mauricio__reyes,traficogt,mention
ilmarn,wergabriel,mention
ilmarn,traficogt,mention
ronald_sterkel,traficogt,mention
hedis28,ajame79luis,mention
edgarov8,barevalodeleon,mention
dbercian,traficogt,mention
donkev29,traficogt,mention
ajame79luis,traficogt,mention
arthurshp_wf,carcamito10,mention
a_saenz50,traficogt,mention
esnaoro1,traficogt,mention
vanidades2023,traficogt,mention
vanidades2023,barevalodeleon,mention
visto_93,traficogt,mention
visto_93,barevalodeleon,mention
ruff58723096,traficogt,mention
ruff58723096,barevalodeleon,mention
hidden_badass,batallonjalapa,mention
hidden_badass,barevalodeleon,mention
eugeniagalvez13,traficogt,mention
algdelopez,traficogt,mention
ldubon63,prensacomunitar,mention
anameri71677244,cmiguate,mention
oscar46083885,mtacunao,mention
raulgar41374916,traficogt,mention
yaheer14,traficogt,mention
mtacunao,traficogt,mention
gt_maga,cmiguate,mention
adrianpc912,traficogt,mention
mess_hermes,cmiguate,mention
comunicalord,prensacomunitar,mention
comunicalord,hsanchezgt,mention
luciourquidez,cmiguate,mention
emilioenrq42585,prensacomunitar,mention
emilioenrq42585,traficogt,mention
franciscordl,plazapublicagt,mention
franciscordl,iwpr,mention
batallonjalapa,mmendoza_gt,mention
aceytunojhonny,mmendoza_gt,mention
erickva65891293,prensacomunitar,mention
erickva65891293,liberalucha,mention
atolypanito,barevalodeleon,mention
oscar41995,barevalodeleon,mention
aurabenitez,hshetemul,mention
batallonjalapa,bensywulka,mention
marilu171,lahoragt,mention
marilu171,traficogt,mention
ldubon63,liberalucha,mention
erikbarrios3011,ramonzamora89,mention
erikbarrios3011,traficogt,mention
erikbarrios3011,chepezamora,mention
26_malima,noti_atlantico,mention
26_malima,alterlego502,mention
26_malima,soyfdelrincon,mention
ldavid_g,egutierrezaiza,mention
ldavid_g,traficogt,mention
jsalazar86cho,liberalucha,mention
jsalazar86cho,traficogt,mention
csanchezpolo,liberalucha,mention
csanchezpolo,traficogt,mention
yopeone76,agenciaocote,mention
yopeone76,traficogt,mention
mdjssalgue,mildred_gaitan,mention
mdjssalgue,factor4_gt,mention
mdjssalgue,traficogt,mention
vcrosita61,lopezguamuch,mention
vcrosita61,prensacomunitar,mention
vcrosita61,traficogt,mention
enrique5603,agenciaocote,mention
byron_fiesta,jpdardon,mention
honor182,muniguate,mention
aurabenitez,napolenmndez1,mention
choelias3,kennethmz,mention
choelias3,traficogt,mention
choelias3,josecsagt,mention
aurabenitez,ramonzamora89,mention
aurabenitez,chepezamora,mention
sandrygadr,traficogt,mention
sandrygadr,barevalodeleon,mention
mildred_gaitan,ramonzamora89,mention
chrizzao,traficogt,mention
g_frgmontt,claudiapazypaz,mention
g_frgmontt,traficogt,mention
marvinecgarcia,barevalodeleon,mention
robsantafe,barevalodeleon,mention
adnjernimo1,marvindelcid,mention
adnjernimo1,sonny_figueroa,mention
adnjernimo1,ejercito_gt,mention
lumaga16,gersintos,mention
lumaga16,traficogt,mention
titoflores1973,traficogt,mention
titoflores1973,barevalodeleon,mention
listoerick,ramonzamora89,mention
listoerick,traficogt,mention
listoerick,chepezamora,mention
enriquecordon,ramonzamora89,mention
enriquecordon,traficogt,mention
enriquecordon,chepezamora,mention
endless_28gt,traficogt,mention
dark_mastergt,ramonzamora89,mention
dark_mastergt,chepezamora,mention
guatevisible,mpguatemala,mention
masmeisamas,traficogt,mention
polipelaez,lahoragt,mention
polipelaez,traficogt,mention
polipelaez,cc_guatemala,mention
mjea2006,gersintos,mention
mjea2006,traficogt,mention
arthurshp_wf,gersintos,mention
alex_es16,raulherr,mention
alex_es16,napolenmndez1,mention
jonanrodas,gersintos,mention
jonanrodas,traficogt,mention
nerysicaja,emisorasunidas,mention
nerysicaja,traficogt,mention
nerysicaja,noel_solis,mention
18madame,traficogt,mention
f3rlu_93,monymmorales,mention
f3rlu_93,traficogt,mention
f3rlu_93,drgiammattei,mention
lopezguamuch,prensacomunitar,mention
lopezguamuch,traficogt,mention
fercajas,prensa_libre,mention
fercajas,traficogt,mention
fercajas,drgiammattei,mention
fercajas,prensacomunitar,mention
nichitomonterr2,prensacomunitar,mention
nichitomonterr2,traficogt,mention
bqi3gdpba5noquc,sperezattias,mention
ritacadtillo,traficogt,mention
johnnyhurtarte,jlfont001,mention
johnnyhurtarte,drgiammattei,mention
johnnyhurtarte,thelmaaldana,mention
johnnyhurtarte,concriteriogt,mention
erwinrobles2,jlfont001,mention
erwinrobles2,drgiammattei,mention
erwinrobles2,concriteriogt,mention
iovittor,sperezattias,mention
lindo_pinky,noficciongt,mention
lindo_pinky,traficogt,mention
lindo_pinky,48cantonestoto,mention
vicmacue62,aztecanoticiagt,mention
vicmacue62,traficogt,mention
habibi58,traficogt,mention
habibi58,bensywulka,mention
nelcast22,lahoragt,mention
nelcast22,traficogt,mention
raulherr,napolenmndez1,mention
raulherr,traficogt,mention
raulherr,jlfont001,mention
raulherr,drgiammattei,mention
raulherr,thelmaaldana,mention
raulherr,concriteriogt,mention
yankees20051968,jlfont001,mention
yankees20051968,drgiammattei,mention
yankees20051968,thelmaaldana,mention
yankees20051968,concriteriogt,mention
yohenbarrera,kennethmz,mention
yohenbarrera,traficogt,mention
yohenbarrera,josecsagt,mention
hellboy17oc,jlfont001,mention
hellboy17oc,concriteriogt,mention
lajudaica,jlfont001,mention
lajudaica,concriteriogt,mention
cedr2506,aztecanoticiagt,mention
cedr2506,arlettg_,mention
lajudaica,factor4_gt,mention
erwinrobles2,faguilar_s,mention
erwinrobles2,bensywulka,mention
jusbin1992,hshetemul,mention
jusbin1992,traficogt,mention
qj6d6q7rqw,hshetemul,mention
lbarreragt,traficogt,mention
juanortizfoto,traficogt,mention
soy_shute,alterlego502,mention
soy_shute,anongtreloaded,mention
soy_shute,elbencho_gt,mention
soy_shute,traficogt,mention
_freiheit1,traficogt,mention
_freiheit1,msemillagt,mention
_freiheit1,barevalodeleon,mention
ommaar51964660,eymiba,mention
ommaar51964660,plazapublicagt,mention
erobles62,norapra2005,mention
erobles62,traficogt,mention
erobles62,yopeone76,mention
df_gbb,traficogt,mention
mfzmariel,traficogt,mention
carlos5433,traficogt,mention
yovapower2,mfzmariel,mention
yovapower2,visioninternaci,mention
yovapower2,traficogt,mention
yovapower2,plazapublicagt,mention
saxomofono,traficogt,mention
mfzmariel,visioninternaci,mention
mfzmariel,yovapower2,mention
mfzmariel,plazapublicagt,mention
malusinfiltro,traficogt,mention
vquique,gt502_luis,mention
sontay_williamg,kennethmz,mention
sontay_williamg,traficogt,mention
sontay_williamg,josecsagt,mention
estuilozano69,anongtreloaded,mention
estuilozano69,traficogt,mention
estuilozano69,noficciongt,mention
estuilozano69,48cantonestoto,mention
elpollitopiogt,pams1996,mention
elpollitopiogt,traficogt,mention
derechairo502,visioninternaci,mention
derechairo502,yovapower2,mention
derechairo502,traficogt,mention
derechairo502,plazapublicagt,mention
vquique,yovapower2,mention
vquique,plazapublicagt,mention
carlespgt,traficogt,mention
angel7910wao,silvadr502,mention
angel7910wao,prensacomunitar,mention
angel7910wao,pncdeguatemala,mention
vanidades2023,empagua_gt,mention
visioninternaci,yovapower2,mention
visioninternaci,plazapublicagt,mention
chejopolanc,yovapower2,mention
chejopolanc,plazapublicagt,mention
coniglio0018,claudiapazypaz,mention
fabarrie,claudiapazypaz,mention
blablabla1950,marideaguilar1,mention
erwinrobles2,zapataadr,mention
villanueva71,prensacomunitar,mention
villanueva71,traficogt,mention
tatowd,traficogt,mention
titoflores1973,oemc311,mention
titoflores1973,alex_balsells,mention
titoflores1973,drgiammattei,mention
vctorhe19153891,claudiapazypaz,mention
gugis5,chupinaelvia,mention
gugis5,claudiapazypaz,mention
gugis5,traficogt,mention
pobjetiva,luigihb77,mention
pobjetiva,traficogt,mention
diego21709067,traficogt,mention
marideaguilar1,prensacomunitar,mention
marideaguilar1,traficogt,mention
lindo_pinky,monymmorales,mention
castilloangie_2,pams1996,mention
emilioenrq42585,claudiapazypaz,mention
eltuitdehoy_,traficogt,mention
bianch_castillo,coromboncote,mention
jrruizh,claudiapazypaz,mention
chupinaelvia,claudiapazypaz,mention
chupinaelvia,traficogt,mention
rendonarana,prensacomunitar,mention
jhonnybravo367,traficogt,mention
iovittor,yovapower2,mention
230221abogado,yovapower2,mention
230221abogado,traficogt,mention
230221abogado,plazapublicagt,mention
marvinbarrios22,traficogt,mention
leslieamely,traficogt,mention
luigihb77,traficogt,mention
tonomorales3,traficogt,mention
edgaraarreaza,josmchacn2,mention
edgaraarreaza,traficogt,mention
emilioenrq42585,egutierrezaiza,mention
tecoasturias,mfgalan,mention
tecoasturias,traficogt,mention
oemc311,estuardosc,mention
oemc311,traficogt,mention
oemc311,guss_marro,mention
oemc311,vozdeltuit,mention
oemc311,coromboncote,mention
oemc311,alex_balsells,mention
oemc311,drgiammattei,mention
oemc311,josmchacn2,mention
renat_21,pams1996,mention
renat_21,traficogt,mention
oemc311,zapataadr,mention
carlos59479502,pams1996,mention
cedr2506,pams1996,mention
andyihg,traficogt,mention
andyihg,goldmembergt,mention
fredycarrera10,ricigt1,mention
fredycarrera10,traficogt,mention
los20ytantos,egutierrezaiza,mention
los20ytantos,traficogt,mention
lajudaica,ricigt1,mention
osmosis_gt,traficogt,mention
eamilcar_rios,rafa_mal0072,mention
eamilcar_rios,traficogt,mention
eamilcar_rios,muniguate,mention
eamilcar_rios,rquinonezl,mention
estuilozano69,rafa_mal0072,mention
estuilozano69,muniguate,mention
estuilozano69,rquinonezl,mention
ingecivilxela,traficogt,mention
ingecivilxela,goldmembergt,mention
listoerick,agenciaocote,mention
listoerick,davidck7,mention
arthurshp_wf,hexesalem,mention
arthurshp_wf,luismfernandezv,mention
hexesalem,traficogt,mention
oemc311,prensacomunitar,mention
troyaarde30,estuardosc,mention
troyaarde30,traficogt,mention
wexave,estuardosc,mention
wexave,rafa_mal0072,mention
wexave,muniguate,mention
wexave,rquinonezl,mention
oemc311,prensa_libre,mention
oemc311,rafa_mal0072,mention
oemc311,muniguate,mention
oemc311,rquinonezl,mention
luismfernandezv,traficogt,mention
traficogt,ninomatute,mention
rafa_mal0072,muniguate,mention
rafa_mal0072,rquinonezl,mention
jbardavin,factor4_gt,mention
jbardavin,traficogt,mention
batallonjalapa,estuardosc,mention
luisferhr,traficogt,mention
andynnnnnnnnn,traficogt,mention
waltercc,alemishita,mention
waltercc,plazapublicagt,mention
waltercc,traficogt,mention
cedr2506,manfredoguate,mention
oscar41995,darwinhk,mention
jrruizh,jlfont001,mention
byron96324753,cmendeza,mention
joemayros,pochemuchka_soy,mention
joemayros,traficogt,mention
moralesazo,aizenstatd,mention
palmasi1,traficogt,mention
mike20232013,traficogt,mention
natso10,manfredoguate,mention
natso10,traficogt,mention
natso10,drgiammattei,mention
natso10,mpguatemala,mention
natso10,muniguate,mention
rubenarriagama1,traficogt,mention
edberb,manfredoguate,mention
hecazaor,manfredoguate,mention
hecazaor,traficogt,mention
kirstenness,manfredoguate,mention
kirstenness,traficogt,mention
serch0120,manfredoguate,mention
serch0120,traficogt,mention
yani_wen,msemillagt,mention
hedis28,kennethmz,mention
hedis28,samuel_pz,mention
hedis28,amilcarmontejo,mention
hedis28,pmtmuniguate,mention
hedis28,48cantonestoto,mention
rafaelayau,fialkofialko,mention
rafaelayau,traficogt,mention
moralesazo,jczamora,mention
moralesazo,drgiammattei,mention
moralesazo,alpunto,mention
moralesazo,jorgeramosnews,mention
moralesazo,jimmymoralesgt,mention
moralesazo,mmendoza_gt,mention
moralesazo,cmendeza,mention
moralesazo,jlfont001,mention
moralesazo,marielosmonzon,mention
moralesazo,pacogoldman,mention
moralesazo,manfredoguate,mention
moralesazo,leonkrauze,mention
mvtrooper,drgiammattei,mention
gonzalocompari1,jczamora,mention
gonzalocompari1,traficogt,mention
gonzalocompari1,drgiammattei,mention
gonzalocompari1,alpunto,mention
gonzalocompari1,jorgeramosnews,mention
gonzalocompari1,jimmymoralesgt,mention
gonzalocompari1,mmendoza_gt,mention
gonzalocompari1,cmendeza,mention
gonzalocompari1,jlfont001,mention
gonzalocompari1,marielosmonzon,mention
gonzalocompari1,pacogoldman,mention
gonzalocompari1,manfredoguate,mention
gonzalocompari1,leonkrauze,mention
fabarrie,fernando_502gt,mention
fabarrie,aztecanoticiagt,mention
ronaldp25524609,muniguate,mention
ronaldp25524609,darwinhk,mention
ronaldp25524609,ronald_mackay,mention
ronaldp25524609,jlfont001,mention
ronaldp25524609,factor4_gt,mention
ronaldp25524609,prensacomunitar,mention
fernando_502gt,fabarrie,mention
fernando_502gt,aztecanoticiagt,mention
fernando_502gt,traficogt,mention
ariefialko,drgiammattei,mention
ariefialko,oea_oficial,mention
ariefialko,concriteriogt,mention
edberb,prensacomunitar,mention
edberb,emmanuelpixab,mention
edberb,quorumgt,mention
edberb,jeanellydvg,mention
chilaberta,agenciaocote,mention
chilaberta,davidck7,mention
chilaberta,noficciongt,mention
chilaberta,edwinbercian89,mention
martamevalen,traficogt,mention
playagrandesa,traficogt,mention
_guisii,traficogt,mention
greentree5163,_guisii,mention
greentree5163,guss_marro,mention
greentree5163,traficogt,mention
clarette_en,traficogt,mention
gio_sanchez88,anita_flakita_,mention
gio_sanchez88,prensacomunitar,mention
gio_sanchez88,traficogt,mention
anita_flakita_,gio_sanchez88,mention
anita_flakita_,prensacomunitar,mention
anita_flakita_,traficogt,mention
grissteeven,banthonycc,mention
grissteeven,quiquenaveda,mention
grissteeven,traficogt,mention
grissteeven,karinherreravp,mention
_guisii,guss_marro,mention
juanchampas,traficogt,mention
juanchampas,drgiammattei,mention
_freiheit1,plazapublicagt,mention
_freiheit1,melucoyoy,mention
vrp_trinidad,plazapublicagt,mention
vrp_trinidad,melucoyoy,mention
maytemala,48_cantonestoto,mention
maytemala,traficogt,mention
orctrabanino,jgramajo_soy502,mention
orctrabanino,traficogt,mention
orctrabanino,barevalodeleon,mention
orctrabanino,drgiammattei,mention
orctrabanino,soy_502,mention
zacapaneco5,prensacomunitar,mention
zacapaneco5,drgiammattei,mention
victorgt65,drgiammattei,mention
edgarferna62973,traficogt,mention
oscaracartagena,jgramajo_soy502,mention
oscaracartagena,traficogt,mention
oscaracartagena,barevalodeleon,mention
oscaracartagena,drgiammattei,mention
oscaracartagena,soy_502,mention
epguate,barevalodeleon,mention
epguate,drgiammattei,mention
carlitos3078,traficogt,mention
cmlcgt,barevalodeleon,mention
cmlcgt,drgiammattei,mention
frankli49578232,barevalodeleon,mention
frankli49578232,oea_oficial,mention
frankli49578232,mpguatemala,mention
frankli49578232,drgiammattei,mention
frankli49578232,guatemalagob,mention
koko937393,nahual_social,mention
koko937393,traficogt,mention
koko937393,guatemalagob,mention
koko937393,drgiammattei,mention
koko937393,48cantonestoto,mention
koko937393,gtcodeca,mention
giovanottigt,prensacomunitar,mention
emilioenrq42585,hsanchezgt,mention
wayarnol,omarpityhg,mention
wayarnol,traficogt,mention
oliver_1b,traficogt,mention
miglemus,prensacomunitar,mention
allgoes85,traficogt,mention
pedroernestoto2,banthonycc,mention
pedroernestoto2,quiquenaveda,mention
pedroernestoto2,karinherreravp,mention
edberb,plazapublicagt,mention
edberb,drgiammattei,mention
plazapublicagt,drgiammattei,mention
ralmaqun1,traficogt,mention
robertoperezg81,traficogt,mention
yani_wen,drgiammattei,mention
milojerez,nahual_social,mention
milojerez,traficogt,mention
milojerez,guatemalagob,mention
milojerez,drgiammattei,mention
milojerez,48cantonestoto,mention
milojerez,gtcodeca,mention
paolistacorazon,traficogt,mention
paolistacorazon,drgiammattei,mention
arielsamayoa,traficogt,mention
arielsamayoa,drgiammattei,mention
arielsamayoa,barevalodeleon,mention
arielsamayoa,cc_guatemala,mention
mh_isthinking,banthonycc,mention
mh_isthinking,quiquenaveda,mention
mh_isthinking,traficogt,mention
mh_isthinking,karinherreravp,mention
bqi3gdpba5noquc,estuardosc,mention
gaudp,isapaiz_,mention
almendi59,traficogt,mention
lodigo502,traficogt,mention
lodigo502,luisvonahn,mention
lodigo502,drgiammattei,mention
marvinrecinos66,traficogt,mention
josuedj_12,traficogt,mention
joaqung46678893,banthonycc,mention
joaqung46678893,quiquenaveda,mention
joaqung46678893,traficogt,mention
joaqung46678893,karinherreravp,mention
clairevett1,estuardosc,mention
erolosa,estuardosc,mention
emartensen,traficogt,mention
elcarrillo_16,traficogt,mention
rickyr7,marieloscm,mention
richardgutii,traficogt,mention
mildred_gaitan,hsanchezgt,mention
mildred_gaitan,cacifguatemala,mention
mildred_gaitan,estuardosc,mention
mildred_gaitan,marieloscm,mention
bqi3gdpba5noquc,hsanchezgt,mention
mildred_gaitan,fredypuacm,mention
vicentatecuenta,banthonycc,mention
vicentatecuenta,quiquenaveda,mention
vicentatecuenta,traficogt,mention
vicentatecuenta,karinherreravp,mention
futbolfanaticog,gmaerunrz,mention
futbolfanaticog,jgramajo_soy502,mention
futbolfanaticog,traficogt,mention
futbolfanaticog,soy_502,mention
luis50024457,traficogt,mention
gmaerunrz,jgramajo_soy502,mention
gmaerunrz,traficogt,mention
gmaerunrz,soy_502,mention
allfalvarez,jodyreporta,mention
allfalvarez,tseguatemala,mention
allgoes85,plazapublicagt,mention
rg550awmendoza,prensacomunitar,mention
patolopez420,purorojoybarca,mention
allgoes85,ale__pm_,mention
zacapaneco5,estuardosc,mention
zacapaneco5,guatemalagob,mention
republicagt,muniguate,mention
facticagt,amaldonadogt,mention
raulruiz72,alianzargt,mention
kerwinogaldez,prensacomunitar,mention
kerwinogaldez,traficogt,mention
ale__pm_,allgoes85,mention
ale__pm_,traficogt,mention
gagarcias3371,jksandoval_,mention
mhtrinet,traficogt,mention
maritomarsch,lahoragt,mention
maritomarsch,drgiammattei,mention
rg550awmendoza,marieloscm,mention
byron_fiesta,mmendoza_gt,mention
_krefeh,carlosrkestler,mention
elizave15409733,hshetemul,mention
kok3alparedes,porqtendenciagt,mention
kok3alparedes,traficogt,mention
gamers502,porqtendenciagt,mention
gamers502,traficogt,mention
madridistaguate,porqtendenciagt,mention
green_fito,silviagarciah,mention
green_fito,agenciaocote,mention
