source,target,type
miss_pattygt,kristhalfgr,mention
miss_pattygt,dirlyngge,mention
miss_pattygt,rompeelmiedogt,mention
miss_pattygt,ndiguate,mention
miss_pattygt,marielosmonzon,mention
miss_pattygt,toro_esco,mention
miss_pattygt,joseagrysian,mention
lmlemush,dfernandezg,mention
lmlemush,traficogt,mention
lmlemush,factor4_gt,mention
grismds,laprensa_deoc,mention
grismds,traficogt,mention
eddycru95594848,comunicaverte_,mention
eddycru95594848,traficogt,mention
victorp95913830,jczamora,mention
victorp95913830,rcurruchic25741,mention
victorp95913830,mpguatemala_en,mention
victorp95913830,barevalodeleon,mention
victorp95913830,usembassyguate,mention
victorp95913830,statedept,mention
victorp95913830,cidh,mention
victorp95913830,rele_cidh,mention
victorp95913830,oacnudh,mention
victorp95913830,pvacav,mention
victorp95913830,el_periodico,mention
9610366palomo,josechic86,mention
9610366palomo,traficogt,mention
9610366palomo,igss_gt,mention
salem_joaquin,darwinhk,mention
salem_joaquin,traficogt,mention
7ab3e6a4505c45d,alvarotopis,mention
7ab3e6a4505c45d,mixco,mention
7ab3e6a4505c45d,traficogt,mention
victorp95913830,darwinhk,mention
victorp95913830,feci_mp,mention
byron96324753,comunicaverte_,mention
c_herrarte,mofilu,mention
c_herrarte,muniguate,mention
c_herrarte,traficogt,mention
coperni00829097,bancadasemilla,mention
coperni00829097,traficogt,mention
georgecamposb,fiscalnvicto,mention
sapinho1980,traficogt,mention
sapinho1980,congresoguate,mention
mesas752066,mineducgt,mention
vozdeltuit,chatagira,mention
doloresflo23,guatevisible,mention
doloresflo23,traficogt,mention
doloresflo23,cangguatemala,mention
edberb,wuatemalteco,mention
edberb,traficogt,mention
roanchi2,domingo94096837,mention
axelgod45233014,republicagt,mention
axelgod45233014,traficogt,mention
foho240,manfredoguate,mention
foho240,traficogt,mention
lajudaica,luisala61253973,mention
lajudaica,manfredoguate,mention
lajudaica,thelmaaldana,mention
julioca75923080,luisala61253973,mention
julioca75923080,manfredoguate,mention
julioca75923080,thelmaaldana,mention
mylemlem,luisala61253973,mention
mylemlem,manfredoguate,mention
mylemlem,thelmaaldana,mention
licmariorubio,luisala61253973,mention
licmariorubio,manfredoguate,mention
licmariorubio,thelmaaldana,mention
manfredoguate,abbffon,mention
felipes96782816,ricigt1,mention
felipes96782816,traficogt,mention
cacifguatemala,industriaguate,mention
cacifguatemala,mpguatemala,mention
cacifguatemala,ciengt,mention
erosan3edsa,vicentecarrera_,mention
erosan3edsa,traficogt,mention
erosan3edsa,guatemalagob,mention
erosan3edsa,mpguatemala,mention
erosan3edsa,infobaeamerica,mention
erosan3edsa,ep_investiga,mention
padillarodolfo,lahoragt,mention
padillarodolfo,traficogt,mention
cdgenesisguate,cubreserva,mention
cdgenesisguate,hfmarisol,mention
cdgenesisguate,pattyo502,mention
cdgenesisguate,pialaperiodista,mention
cdgenesisguate,inabguatemala,mention
cdgenesisguate,marnguate,mention
cdgenesisguate,conapgt,mention
cdgenesisguate,nilrilesor,mention
cdgenesisguate,isapaiz_,mention
cdgenesisguate,pedgar05,mention
cdgenesisguate,samuel_pz,mention
cdgenesisguate,soy_502,mention
cdgenesisguate,emisorasunidas,mention
cdgenesisguate,hshetemul,mention
cdgenesisguate,traficogt,mention
cdgenesisguate,publinewsgt,mention
cdgenesisguate,ricigt1,mention
cdgenesisguate,guatevision_tv,mention
dante8219gt,cubreserva,mention
dante8219gt,hfmarisol,mention
dante8219gt,pattyo502,mention
dante8219gt,pialaperiodista,mention
dante8219gt,inabguatemala,mention
dante8219gt,marnguate,mention
dante8219gt,conapgt,mention
dante8219gt,nilrilesor,mention
dante8219gt,isapaiz_,mention
dante8219gt,pedgar05,mention
dante8219gt,samuel_pz,mention
dante8219gt,soy_502,mention
dante8219gt,emisorasunidas,mention
dante8219gt,hshetemul,mention
dante8219gt,traficogt,mention
dante8219gt,publinewsgt,mention
dante8219gt,ricigt1,mention
dante8219gt,guatevision_tv,mention
cubreserva,juan_castaju,mention
cubreserva,hfmarisol,mention
cubreserva,pialaperiodista,mention
cubreserva,inabguatemala,mention
cubreserva,pedgar05,mention
cubreserva,hshetemul,mention
cubreserva,ricigt1,mention
juan_castaju,cubreserva,mention
juan_castaju,hfmarisol,mention
juan_castaju,pattyo502,mention
juan_castaju,pialaperiodista,mention
juan_castaju,inabguatemala,mention
juan_castaju,marnguate,mention
juan_castaju,conapgt,mention
juan_castaju,nilrilesor,mention
juan_castaju,isapaiz_,mention
juan_castaju,pedgar05,mention
juan_castaju,samuel_pz,mention
juan_castaju,soy_502,mention
juan_castaju,emisorasunidas,mention
juan_castaju,hshetemul,mention
juan_castaju,traficogt,mention
juan_castaju,publinewsgt,mention
juan_castaju,ricigt1,mention
juan_castaju,guatevision_tv,mention
zerimaral3lh1,cubreserva,mention
zerimaral3lh1,hshetemul,mention
zerimaral3lh1,hfmarisol,mention
zerimaral3lh1,pattyo502,mention
zerimaral3lh1,pialaperiodista,mention
zerimaral3lh1,inabguatemala,mention
zerimaral3lh1,marnguate,mention
zerimaral3lh1,conapgt,mention
zerimaral3lh1,nilrilesor,mention
zerimaral3lh1,isapaiz_,mention
zerimaral3lh1,pedgar05,mention
zerimaral3lh1,samuel_pz,mention
zerimaral3lh1,soy_502,mention
zerimaral3lh1,emisorasunidas,mention
zerimaral3lh1,traficogt,mention
zerimaral3lh1,publinewsgt,mention
zerimaral3lh1,ricigt1,mention
zerimaral3lh1,guatevision_tv,mention
soypeetamv,cubreserva,mention
soypeetamv,hfmarisol,mention
soypeetamv,pattyo502,mention
soypeetamv,pialaperiodista,mention
soypeetamv,inabguatemala,mention
soypeetamv,marnguate,mention
soypeetamv,conapgt,mention
soypeetamv,nilrilesor,mention
soypeetamv,isapaiz_,mention
soypeetamv,pedgar05,mention
soypeetamv,samuel_pz,mention
soypeetamv,soy_502,mention
soypeetamv,emisorasunidas,mention
soypeetamv,hshetemul,mention
soypeetamv,traficogt,mention
soypeetamv,publinewsgt,mention
soypeetamv,ricigt1,mention
soypeetamv,guatevision_tv,mention
natanurizar,traficogt,mention
felipes96782816,diegoespana_,mention
felipes96782816,lahoragt,mention
emilioxinico,traficogt,mention
diegoespana_,lahoragt,mention
bobypineda,amilcarmontejo,mention
bobypineda,pmtguatemala1,mention
bobypineda,muniguate,mention
bobypineda,plazapublicagt,mention
bobypineda,traficogt,mention
lemuslimajulioc,traficogt,mention
rogerioescoba10,traficogt,mention
antoniowohlers,el_periodico,mention
antoniowohlers,traficogt,mention
antoniowohlers,pedrobrologt,mention
antoniowohlers,drgiammattei,mention
antoniowohlers,marvindelcid,mention
antoniowohlers,memguatemala,mention
antoniowohlers,sonny_figueroa,mention
antoniowohlers,ep_investiga,mention
roanchi2,mpguatemala,mention
roanchi2,cc_guatemala,mention
ricarmy2k,pedgar05,mention
ricarmy2k,traficogt,mention
nilrilesor,cubreserva,mention
nilrilesor,hfmarisol,mention
nilrilesor,pattyo502,mention
nilrilesor,pialaperiodista,mention
nilrilesor,inabguatemala,mention
nilrilesor,marnguate,mention
nilrilesor,conapgt,mention
nilrilesor,isapaiz_,mention
nilrilesor,pedgar05,mention
nilrilesor,samuel_pz,mention
nilrilesor,soy_502,mention
nilrilesor,emisorasunidas,mention
nilrilesor,hshetemul,mention
nilrilesor,traficogt,mention
nilrilesor,publinewsgt,mention
nilrilesor,ricigt1,mention
nilrilesor,guatevision_tv,mention
mariabonita9697,cubreserva,mention
mariabonita9697,hfmarisol,mention
mariabonita9697,pattyo502,mention
mariabonita9697,pialaperiodista,mention
mariabonita9697,inabguatemala,mention
mariabonita9697,marnguate,mention
mariabonita9697,conapgt,mention
mariabonita9697,nilrilesor,mention
mariabonita9697,isapaiz_,mention
mariabonita9697,pedgar05,mention
mariabonita9697,samuel_pz,mention
mariabonita9697,soy_502,mention
mariabonita9697,emisorasunidas,mention
mariabonita9697,hshetemul,mention
mariabonita9697,publinewsgt,mention
mariabonita9697,ricigt1,mention
mariabonita9697,guatevision_tv,mention
mariabonita9697,congresoguate,mention
florydeprez2,guate_inmortal_,mention
florydeprez2,pncdeguatemala,mention
vasquezoj1,prensacomunitar,mention
vasquezoj1,traficogt,mention
julioaroldan1,jsandoval1982,mention
julioaroldan1,traficogt,mention
papaabumario,quiquegodoy,mention
papaabumario,mpguatemala,mention
luisassardo,alvaroarzue,mention
silviajcalderon,samuel_pz,mention
silviajcalderon,traficogt,mention
ger0930,elbencho_gt,mention
ger0930,traficogt,mention
ger0930,mpguatemala,mention
byrea10,betocardonam,mention
byrea10,traficogt,mention
yadimonzon,betocardonam,mention
yadimonzon,traficogt,mention
villatoromilton,samuel_pz,mention
villatoromilton,traficogt,mention
traficogt,sdehonduras,mention
traficogt,nayibbukele,mention
georgecamposb,ricigt1,mention
georgecamposb,lahoragt,mention
georgecamposb,manfredoguate,mention
geoneogt,minecogt,mention
geoneogt,traficogt,mention
german49572585,alterlego502,mention
german49572585,traficogt,mention
batallonjalapa,alterlego502,mention
nilrilesor,lfernandab,mention
nilrilesor,magaguatemala,mention
nilrilesor,muniguate,mention
alekssaquiquel,provialoficial,mention
alekssaquiquel,vichoguate,mention
alekssaquiquel,traficogt,mention
carlosrubioair,amilcarmontejo,mention
honor182,munivillanueva,mention
honor182,bomberosmuni,mention
honor182,bvoluntariosgt,mention
honor182,soy_502,mention
honor182,aldodavila_gt,mention
honor182,factor4_gt,mention
cedr2506,jodyreporta,mention
cedr2506,el_periodico,mention
cedr2506,congresoguate,mention
alberthmenendez,lahoragt,mention
julioaroldan1,el_periodico,mention
etelargueta,wergabriel,mention
etelargueta,traficogt,mention
mms_2019,amilcarmontejo,mention
mms_2019,traficogt,mention
diicesare,traficogt,mention
deleagew,byron96324753,mention
deleagew,traficogt,mention
deleagew,allanerodriguez,mention
emanuelengt,comunicalord,mention
emanuelengt,justiciayagt,mention
emanuelengt,traficogt,mention
comunicalord,justiciayagt,mention
byron96324753,allanerodriguez,mention
edgarov8,republicagt,mention
edgarov8,traficogt,mention
jl2maeu,domingo94096837,mention
papaabumario,domingo94096837,mention
riveradanziger,prensacomunitar,mention
roanchi2,ricigt1,mention
bbccss6566,mmendoza_gt,mention
bbccss6566,traficogt,mention
bbccss6566,mpguatemala,mention
gagarcias3371,factor4_gt,mention
gagarcias3371,traficogt,mention
sergio27101799,diegoespana_,mention
sergio27101799,traficogt,mention
eedlb,ep_investiga,mention
eedlb,traficogt,mention
eedlb,cc_guatemala,mention
erosan3edsa,discosbeagle,mention
erosan3edsa,rooavila,mention
erosan3edsa,ricigt1,mention
batallonjalapa,ricigt1,mention
papaabumario,alex_balsells,mention
doloresflo23,ep_investiga,mention
doloresflo23,scspgt,mention
doloresflo23,factor4_gt,mention
doloresflo23,cc_guatemala,mention
cocolocoantillo,jovannagarcon,mention
vicentecarrera_,drgiammattei,mention
aldogomezscala,ruano_pine,mention
aldogomezscala,traficogt,mention
pholitaw,lucifer4165698,mention
pholitaw,traficogt,mention
pholitaw,mpguatemala,mention
roanchi2,manfredoguate,mention
amce99977117,guss_marro,mention
amce99977117,traficogt,mention
cbrolo11,traficogt,mention
cozetyg,luisvonahn,mention
cozetyg,traficogt,mention
cozetyg,mpguatemala,mention
martifus,sonny_figueroa,mention
martifus,jimmymoralesgt,mention
martifus,drgiammattei,mention
martifus,marvindelcid,mention
martifus,voxpopuliguate,mention
martifus,minexgt,mention
martifus,guatemalagob,mention
jaquitikis,sonny_figueroa,mention
jaquitikis,traficogt,mention
jaquitikis,jimmymoralesgt,mention
jaquitikis,drgiammattei,mention
jaquitikis,marvindelcid,mention
jaquitikis,voxpopuliguate,mention
jaquitikis,minexgt,mention
jaquitikis,guatemalagob,mention
byron96324753,luisvonahn,mention
qj6d6q7rqw,gberganza2023,mention
roanchi2,lahoragt,mention
s7perseijayden,traficogt,mention
leninfrodriguez,soygtm,mention
leninfrodriguez,amilcarmontejo,mention
leninfrodriguez,muniguate,mention
leninfrodriguez,traficogt,mention
linares67,traficogt,mention
rafaeldelaguil8,yoeldeleon23,mention
doloresflo23,javi_urizar,mention
edumonalf,muniguate,mention
edumonalf,traficogt,mention
aurabenitez,soygeorgegt,mention
aurabenitez,traficogt,mention
noreias,traficogt,mention
ronaldm05161013,omarlandaverry,mention
vivix_023,ricigt1,mention
vivix_023,traficogt,mention
dpeluchenet,amilcarmontejo,mention
dpeluchenet,muniguate,mention
dpeluchenet,traficogt,mention
mvtrooper,guatemalagob,mention
omarlandaverry,minsaludguate,mention
chilerazo,traficogt,mention
salas_bicho,comunicalord,mention
salas_bicho,ralphsly12,mention
salas_bicho,traficogt,mention
comunicalord,asdlkjhdf,mention
comunicalord,ralphsly12,mention
asdlkjhdf,comunicalord,mention
asdlkjhdf,ralphsly12,mention
asdlkjhdf,traficogt,mention
aamtsi,bosque_robin,mention
aamtsi,traficogt,mention
aamtsi,trchief7,mention
ieneeelee,traficogt,mention
kiyotar97953663,traficogt,mention
walterfloresg1,traficogt,mention
evelynercclv,mariaro33203569,mention
evelynercclv,op_ocultomejor,mention
evelynercclv,traficogt,mention
gtavo2104,traficogt,mention
fredypazos23,traficogt,mention
hijodedios1969,lestuardoglez,mention
hijodedios1969,traficogt,mention
solomamaleno,traficogt,mention
manpellecer,traficogt,mention
gtred86,traficogt,mention
corleone_62,traficogt,mention
douglasandus,traficogt,mention
lrlopez2020,eabril89,mention
lrlopez2020,traficogt,mention
fonodorico,guitarrasdguate,mention
fonodorico,traficogt,mention
lex_gt86,traficogt,mention
jfermendez,traficogt,mention
sergiol16320201,traficogt,mention
anitadelasnubes,traficogt,mention
comunicalord,miles_mayhem_,mention
comunicalord,manu_diaz,mention
miles_mayhem_,comunicalord,mention
miles_mayhem_,manu_diaz,mention
reddevil7490,traficogt,mention
miles_mayhem_,dbeatrizmb,mention
miles_mayhem_,templario_gt,mention
guitarrasdguate,fonodorico,mention
guitarrasdguate,traficogt,mention
miles_mayhem_,byron96324753,mention
miles_mayhem_,jonydrum,mention
flinnryder31,traficogt,mention
miles_mayhem_,ralphsly12,mention
mauroxilojgt,traficogt,mention
rosemary241,traficogt,mention
ralphsly12,comunicalord,mention
ralphsly12,traficogt,mention
licopatron,traficogt,mention
noticiasjorgems,traficogt,mention
howardroark1962,udarthjokerr,mention
howardroark1962,traficogt,mention
amilcarper45580,traficogt,mention
bbbbbbb27365250,traficogt,mention
rodrigo82606012,traficogt,mention
zullyayala23922,traficogt,mention
alfatangonov,traficogt,mention
dayankim0501,traficogt,mention
beto_asaber14,traficogt,mention
ricardocopene,traficogt,mention
cante_eder,traficogt,mention
marcelacc07,traficogt,mention
aliasjj48266282,traficogt,mention
manuel6222661,traficogt,mention
jorgealberto365,superguicho,mention
jorgealberto365,traficogt,mention
anissette,traficogt,mention
jonatha32651501,traficogt,mention
colocha_007,traficogt,mention
cfmr85,traficogt,mention
saidches,traficogt,mention
juancho8924082,traficogt,mention
rasp14051965,traficogt,mention
fabarrie,traficogt,mention
chicote09768995,traficogt,mention
ed_dynho,traficogt,mention
kinitamd,traficogt,mention
m_latorre,traficogt,mention
vasquezef,traficogt,mention
armandoyaeggy,traficogt,mention
jhony1234567895,traficogt,mention
nopalmagico,traficogt,mention
jacqcelestia1,traficogt,mention
aitanamerinomx,traficogt,mention
arriola_cl95191,traficogt,mention
mariofescobarc,traficogt,mention
m4nd4rin3ns4ft,op_ocultomejor,mention
m4nd4rin3ns4ft,traficogt,mention
laragonyanes,traficogt,mention
je72691,traficogt,mention
eabril89,traficogt,mention
jonydrum,traficogt,mention
superguicho,comunicalord,mention
chepemama,traficogt,mention
laminarquia,traficogt,mention
lestuardoglez,traficogt,mention
shidith,traficogt,mention
juanctrujilloc1,traficogt,mention
cremastot2,traficogt,mention
lipelepe,traficogt,mention
josevilleda811,traficogt,mention
caporfer,comunicalord,mention
caporfer,traficogt,mention
manoloalexsand1,traficogt,mention
atlaus1985,traficogt,mention
aibig26,traficogt,mention
josueshumangt,traficogt,mention
pflo1979,comunicalord,mention
pflo1979,traficogt,mention
richierodcas,traficogt,mention
carlosc83777123,traficogt,mention
satoshiconmoto,traficogt,mention
ire_casado,traficogt,mention
manu_diaz,traficogt,mention
dbeatrizmb,templario_gt,mention
op_ocultomejor,mariaro33203569,mention
op_ocultomejor,traficogt,mention
mariaro33203569,traficogt,mention
mariaro33203569,op_ocultomejor,mention
bosque_robin,traficogt,mention
robsantafe,op_ocultomejor,mention
robsantafe,traficogt,mention
mjcolman,traficogt,mention
cesartajin10,traficogt,mention
castill0roberto,traficogt,mention
oscarpe08164698,traficogt,mention
gtmayorga,traficogt,mention
carlosallarenao,traficogt,mention
templario_gt,dbeatrizmb,mention
templario_gt,traficogt,mention
comunicalord,byron96324753,mention
sandovs07,traficogt,mention
gavilan_gt,traficogt,mention
allan_luther,traficogt,mention
kevinborrayo,traficogt,mention
eyre_jeane,traficogt,mention
malvarado6,traficogt,mention
soygtm,amilcarmontejo,mention
soygtm,muniguate,mention
soygtm,rquinonezl,mention
soygtm,traficogt,mention
soygtm,_cristiangt,mention
fercho_ovando,barevalodeleon,mention
fercho_ovando,traficogt,mention
fercho_ovando,marnguate,mention
jmlv21104,barevalodeleon,mention
jmlv21104,traficogt,mention
jmlv21104,marnguate,mention
josuetiy,soygtm,mention
josuetiy,amilcarmontejo,mention
josuetiy,muniguate,mention
josuetiy,traficogt,mention
claragudiel719,avillagran502,mention
claragudiel719,traficogt,mention
claragudiel719,congresoguate,mention
pocondario,jennteinforma,mention
pocondario,traficogt,mention
pocondario,barevalodeleon,mention
estuardooliva8,jennteinforma,mention
estuardooliva8,traficogt,mention
estuardooliva8,barevalodeleon,mention
y_piramide,mundocrema,mention
y_piramide,traficogt,mention
lukassgtm,_ojoconmipisto,mention
lukassgtm,orlandoblancol,mention
mejia_1985,evelynercclv,mention
mejia_1985,traficogt,mention
batallonjalapa,emisorasunidas,mention
geovanisamayoaa,domingo94096837,mention
geovanisamayoaa,traficogt,mention
clairevett1,blogcatarsis,mention
quorumgt,davidck7,mention
factor4_gt,cc_guatemala,mention
alejandro2024gt,transmetroguate,mention
alejandro2024gt,aztecanoticiagt,mention
evelynercclv,udarthjokerr,mention
evelynercclv,mejia_1985,mention
evelynercclv,jpablocast,mention
transmetroguate,amilcarmontejo,mention
transmetroguate,traficogt,mention
transmetroguate,muniguate,mention
transmetroguate,noti7guatemala,mention
transmetroguate,aztecanoticiagt,mention
sebastorresaz,mundocrema,mention
sebastorresaz,traficogt,mention
sebastorresaz,jpablocast,mention
el_502gt,traficogt,mention
batallonjalapa,jsandoval1982,mention
sc_nashi,traficogt,mention
sc_nashi,mingobguate,mention
sc_nashi,guatemalagob,mention
vertical_dorsal,traficogt,mention
traficogt,statedept,mention
justderekgt,jpablocast,mention
justderekgt,traficogt,mention
miguela06503822,traficogt,mention
manueldiva56278,traficogt,mention
zurdoslowing,traficogt,mention
edwinquiran502,rodrigokestler,mention
edwinquiran502,traficogt,mention
juanchodelaroca,traficogt,mention
mundocrema,traficogt,mention
ellitroz,traficogt,mention
ellitroz,amilcarmontejo,mention
ellitroz,pmtmuniguate,mention
mcfrsa,jpablocast,mention
lainibakura,traficogt,mention
heraldodomingo2,traficogt,mention
deparodriguez,traficogt,mention
cor77erik,drbmo,mention
cor77erik,traficogt,mention
cor77erik,lala501907,mention
marcos42209,traficogt,mention
e_morales2250,traficogt,mention
leonmar91,traficogt,mention
marcelacc07,lagomez84022,mention
joseperen,domingo94096837,mention
joseperen,traficogt,mention
fmendezargueta,drbmo,mention
fmendezargueta,lala501907,mention
fmendezargueta,pmtmuniguate,mention
drbmo,traficogt,mention
drbmo,lala501907,mention
jl2maeu,amilcarmontejo,mention
justicia_guate_,jpablocast,mention
justicia_guate_,traficogt,mention
intuitscreto,jpablocast,mention
intuitscreto,traficogt,mention
firmeactitud,traficogt,mention
chesswizz,traficogt,mention
lagomez84022,marcelacc07,mention
lagomez84022,traficogt,mention
solodimea_,traficogt,mention
juliantono400,traficogt,mention
juliantono400,muniguate,mention
juliantono400,rquinonezl,mention
andreslope87296,jpablocast,mention
andreslope87296,traficogt,mention
cesarinmolina,traficogt,mention
cesarinmolina,muniguate,mention
l3on3lpalala,traficogt,mention
fedalsa,traficogt,mention
mroberto32,traficogt,mention
kwscheel,traficogt,mention
erwin15,j_alexvaldez,mention
erwin15,bancadasemilla,mention
erwin15,msemillagt,mention
erwin15,barevalodeleon,mention
erwin15,lahoragt,mention
erwin15,usembassyguate,mention
erwin15,uecentroamerica,mention
erwin15,digby06,mention
erwin15,normajtorres,mention
manuelp27147297,vozdeltuit,mention
byron_fiesta,josechic86,mention
byron_fiesta,traficogt,mention
manuelp27147297,javi_urizar,mention
elgriego7,lahoragt,mention
mrtato2001,ricigt1,mention
mrtato2001,traficogt,mention
rafason,javi_urizar,mention
villatoro_gt,kalinpal53,mention
villatoro_gt,marioquan,mention
villatoro_gt,traficogt,mention
villatoro_gt,barevalodeleon,mention
elizave15409733,domingo94096837,mention
fer230350,marioquan,mention
fer230350,traficogt,mention
fer230350,barevalodeleon,mention
kalinpal53,marioquan,mention
kalinpal53,barevalodeleon,mention
cc_abogado,domingo94096837,mention
wamado04,rubenarriagama1,mention
wamado04,traficogt,mention
wamado04,mpguatemala,mention
vicmaldonados,franas91,mention
vicmaldonados,traficogt,mention
armando99321411,lahoragt,mention
armando99321411,traficogt,mention
isolina_mariza,lahoragt,mention
isolina_mariza,traficogt,mention
sgliss1,donrodri47,mention
sgliss1,traficogt,mention
donrodri47,sgliss1,mention
donrodri47,traficogt,mention
chominapower,munimixco_,mention
chominapower,netobran,mention
chominapower,emixtragt,mention
chominapower,traficogt,mention
chominapower,amilcarmontejo,mention
erickva65891293,marielosmonzon,mention
erickva65891293,traficogt,mention
erickva65891293,guatemalasalud1,mention
erickva65891293,joaquinbarnoya,mention
erickva65891293,slowingu,mention
erickva65891293,nancyvir,mention
erickva65891293,villlaltaolga,mention
erickva65891293,ninomatute,mention
erickva65891293,amilcarpop,mention
erickva65891293,napolenmndez1,mention
erickva65891293,drvc19,mention
erickva65891293,coromboncote,mention
armando99321411,doctoracc,mention
armando99321411,bancadavamos,mention
armando99321411,congresoguate,mention
armando99321411,allanerodriguez,mention
armando99321411,mpguatemala,mention
armando99321411,cc_guatemala,mention
portocarrero54,lahoragt,mention
portocarrero54,traficogt,mention
spillariroberto,ricigt1,mention
spillariroberto,traficogt,mention
traficogt,alvaroarzue,mention
crislemus,traficogt,mention
crislemus,andread_gtv,mention
alexpatriotagt,traficogt,mention
alexpatriotagt,msemillagt,mention
alexpatriotagt,mpguatemala,mention
rodrigoarenas,samuel_pz,mention
ligia_mancilla,samuel_pz,mention
juanchogii,dfernandezg,mention
juanchogii,traficogt,mention
silvia13fernand,ricigt1,mention
silvia13fernand,traficogt,mention
lmlemush,oco_motora,mention
carlosemilio85,betocardonam,mention
carlosemilio85,amilcarmontejo,mention
carlosemilio85,rquinonezl,mention
carlosemilio85,traficogt,mention
carlosemilio85,ronald_mackay,mention
carlosemilio85,pncdeguatemala,mention
carlosemilio85,pmtmuniguate,mention
luisfer421,traficogt,mention
luisfer421,pmt_villanueva,mention
luisfer421,pmtamatitlan,mention
giovannideleo19,ricigt1,mention
giovannideleo19,traficogt,mention
oracintfaith,cmendeza,mention
batallonjalapa,msemillagt,mention
batallonjalapa,cmendeza,mention
batallonjalapa,onlyenmiguate,mention
batallonjalapa,guss_marro,mention
batallonjalapa,plazapublicagt,mention
batallonjalapa,alvasol_,mention
ochaclanc,cmendeza,mention
ariefialko,sperezattias,mention
ariefialko,samuel_pz,mention
ealvarado500,jlfont001,mention
ealvarado500,traficogt,mention
ealvarado500,cc_guatemala,mention
ealvarado500,msemillagt,mention
estelar21362549,factor4_gt,mention
estelar21362549,cc_guatemala,mention
estelar21362549,congresoguate,mention
mazingerz_gt,traficogt,mention
jcarlosmoscoso,rdsh73,mention
jcarlosmoscoso,alba_keneth,mention
jcarlosmoscoso,traficogt,mention
glennavi,pncdeguatemala,mention
walfredeleon,ricigt1,mention
walfredeleon,traficogt,mention
rdsh73,alba_keneth,mention
rdsh73,traficogt,mention
doloresflo23,derekurizar,mention
cocolocoantillo,vicentecarrera_,mention
cocolocoantillo,muniguate,mention
cocolocoantillo,prensacomunitar,mention
lemuslimajulioc,orlandoblancol,mention
glendamottoc,traficogt,mention
glendamottoc,amilcarmontejo,mention
german49572585,vicentecarrera_,mention
german49572585,muniguate,mention
german49572585,prensacomunitar,mention
mash9107,traficogt,mention
figueroarlette,ximenabarrera__,mention
figueroarlette,traficogt,mention
unico_chapin,prensacomunitar,mention
unico_chapin,traficogt,mention
honor182,pmt_villanueva,mention
astrixmp,prensa_libre,mention
astrixmp,amilcarmontejo,mention
astrixmp,traficogt,mention
jreyesargueta,sonny_figueroa,mention
jreyesargueta,traficogt,mention
jreyesargueta,voxpopuliguate,mention
jreyesargueta,marvindelcid,mention
jreyesargueta,barevalodeleon,mention
figueroasarti,mlukacs,mention
aurabenitez,monymmorales,mention
francisko2323,isaac_jn316,mention
francisko2323,uber,mention
francisko2323,santosdalia,mention
francisko2323,amilcarmontejo,mention
francisko2323,muniguate,mention
francisko2323,traficogt,mention
mariacdeleon1,manfredoguate,mention
mariacdeleon1,traficogt,mention
ealvarado500,ricigt1,mention
christianoban18,traficogt,mention
gac_78,monymmorales,mention
gac_78,traficogt,mention
elbuenchapin_gt,traficogt,mention
charliealfonso3,traficogt,mention
charliealfonso3,infogt_noticias,mention
1jass1jass,traficogt,mention
villatoromilton,gustavosantiz28,mention
rack2311,guss_marro,mention
samuelvazq61417,monymmorales,mention
samuelvazq61417,traficogt,mention
bernardosilvagt,mpguatemala,mention
danceconnectgt,amilcarmontejo,mention
marloa4,factor4_gt,mention
marloa4,traficogt,mention
nestorlflo68191,bustocuesta,mention
nestorlflo68191,prensacomunitar,mention
nestorlflo68191,traficogt,mention
jaironpurocrema,bustocuesta,mention
jaironpurocrema,prensacomunitar,mention
jaironpurocrema,traficogt,mention
bustocuesta,prensacomunitar,mention
bustocuesta,traficogt,mention
lopezalfonzo721,jace0060,mention
lopezalfonzo721,traficogt,mention
jorgeen48650964,manfredoguate,mention
jorgeen48650964,traficogt,mention
jorgeen48650964,cc_guatemala,mention
jcarlos223020,factor4_gt,mention
glennavi,emixtragt,mention
glennavi,netobran,mention
glennavi,pmtsanlucassac,mention
glennavi,cdpmtmixco,mention
hugosanchinell1,traficogt,mention
fjquione,traficogt,mention
mariaxdelcarme1,traficogt,mention
grupoimg2,traficogt,mention
esamayoa73,traficogt,mention
veronic87340138,traficogt,mention
veronic87340138,steg_guatemala,mention
eddievill,traficogt,mention
poder502,jovillafuerte,mention
poder502,evelynmorataya,mention
poder502,drgiammattei,mention
glendamottoc,emetragt,mention
labenyamina,traficogt,mention
jairoelrojo,traficogt,mention
escobedosonia,traficogt,mention
warriorbal,traficogt,mention
mariacdeleon1,alvasol_,mention
essanto777,alvasol_,mention
essanto777,traficogt,mention
tayoaycinena,bancadasemilla,mention
tayoaycinena,traficogt,mention
tayoaycinena,samuel_pz,mention
tayoaycinena,laurafmarroquin,mention
tayoaycinena,elenamotta_,mention
tayoaycinena,davidishosi,mention
alejandro2024gt,emisorasunidas,mention
honor182,traficogtinfo,mention
honor182,hombretraficogt,mention
lilialba76,luisassardo,mention
lilialba76,traficogt,mention
citizen_tobino,prensacomunitar,mention
citizen_tobino,ojguatemala,mention
judithcolnj1,prensacomunitar,mention
erwin15,prensacomunitar,mention
erwin15,ojguatemala,mention
erwin15,manfredoguate,mention
erwin15,allanerodriguez,mention
kalizgo,carcamito10,mention
kalizgo,jlfont001,mention
kalizgo,traficogt,mention
kalizgo,thelmaaldana,mention
kalizgo,jsandoval1982,mention
kalizgo,concriteriogt,mention
carcamito10,jlfont001,mention
